ID,ipm,base ipm,band,lemma,base lemma,POS,MWE,lexical item,sense indication,"MicroSort",notMWE,isLEMMA,hasGLOSS
7029,27608.2,27608.2,A1,w,w,prep,,w,,1,,,
6544,20772.2,20772.2,A1,ten,ten,pron,,ten,,1,,,
1628,20475.8,20475.8,A1,i,i,conj,,i,,1,,,
5723,16048.7,16048.7,A1,się,się,pron,,się,siebie samego,1,,,
7737,14726.4,14726.4,A1,z,z,prep,,z,,1,,,
480,12758.7,12758.7,A1,być,być,v,,być,,1,,,
2900,11944.0,11944.0,A1,na,na,prep,,na,,1,,,
6596,10963.2,10963.2,A1,to,to,pron,,to,,1,,,
837,9609.8,9609.8,A1,do,do,prep,,do,,1,,,
3086,8825.4,8825.4,A1,nie,nie,part,,nie,przeczenie,1,,,
8420,7153.6,7153.6,A1,że,że,conj,,że,,1,,,
3284,5713.2,5713.2,A1,o,o,prep,,o,,1,,,
2325,5662.4,5662.4,A1,który,który,pron,,który,,1,,,
3635,5360.7,5360.7,A1,on,on,pron,,on,,1,,,
1,5172.2,5172.2,A1,a,a,conj,,a,,1,TRUE,TRUE,TRUE
3636,4240.0,4240.0,A1,ona,ona,pron,,ona,,1,,,
1754,4195.2,4195.2,A1,jak,jak,pron,,jak,"w pytaniach, zdaniach zależnych",1,,,
647,3868.1,3868.1,A1,co,co,pron,,co,w pytaniach,1,,,
1746,3098.6,3098.6,A1,ja,ja,pron,,ja,,1,,,
2715,2989.6,2989.6,A1,mieć,mieć,v,,mieć,,1,,,
4107,2901.0,2901.0,A1,po,po,prep,,po,,1,,,
71,2747.6,2747.6,A1,ale,ale,conj,,ale,,1,,,
3405,2566.3,2566.3,A1,od,od,prep,,od,,1,,,
6488,2488.1,2488.1,A1,taki,taki,pron,,taki,,1,,,
7739,2332.0,2332.0,A1,za,za,prep,,za,z tyłu,1,,,
5007,2264.6,2264.6,A1,przez,przez,prep,,przez,,1,,,
7738,2209.6,2209.6,A1,za,za,adv,,za,zbyt,1,,,
2863,2202.5,2202.5,A1,móc,móc,v,,móc,możliwość,1,,,
822,2178.5,2178.5,A1,dla,dla,prep,,dla,,1,,,
6486,2150.9,2150.9,A1,tak,tak,interj,,tak,,1,,,
3827,2080.8,2080.8,A1,pan,pan,n,,pan,mężczyzna,1,,,
253,2069.7,2069.7,A1,bardzo,bardzo,adv,,bardzo,,1,,,
6223,1930.9,1930.9,A1,swój,swój,pron,,swój,,1,,,
6733,1806.5,1806.5,A1,tylko,tylko,part,,tylko,,1,,,
6485,1760.3,1760.3,A1,tak,tak,adv,,tak,do tego stopnia,1,,,
1836,1724.4,1724.4,A1,już,już,adv,,już,,1,,,
719,1671.7,1671.7,A1,człowiek,człowiek,n,,człowiek,,1,,,
1752,1664.0,1664.0,A1,jak,jak,conj,,jak,gdy,1,,,
1753,1664.0,1664.0,A1,jak,jak,part,,jak,w porównaniach,1,,,
3638,1652.0,1652.0,A1,oni,oni,pron,,oni,,1,,,
645,1649.7,1649.7,A1,co,co,"prep, part",co godzinę/miesiąc,co godzinę/miesiąc,,2,,,
2886,1572.5,1572.5,A1,my,my,pron,,my,,1,,,
5381,1560.2,1560.2,A1,rok,rok,n,,rok,,1,,,
1678,1558.6,1558.6,A1,inny,inny,adj,,inny,,1,,,
2857,1552.9,1552.9,A1,może,może,adv,,może,,1,,,
488,1522.7,1522.7,A1,były,były,adj,,były,,1,,,
1784,1466.3,1466.3,A1,jeden,jeden,num,,jeden,,1,,,
5599,1428.8,1428.8,A1,sam,sam,pron,,sam,samodzielnie,1,,,
385,1381.0,1381.0,A1,bo,bo,conj,,bo,,1,,,
72,1353.2,1353.2,A1,ale,ale,part,,ale,,1,,,
3033,1327.3,1327.3,A1,nasz,nasz,pron,,nasz,,1,,,
536,1284.5,1284.5,A1,chcieć,chcieć,v,,chcieć,,1,,,
2865,1244.0,1244.0,A1,mój,mój,pron,,mój,,1,,,
7195,1242.3,1242.3,A1,wielki,wielki,adj,,wielki,,1,,,
1816,1239.5,1239.5,A1,jeszcze,jeszcze,adv,,jeszcze,wciąż,1,,,
2401,1207.2,1207.2,A1,lato,lato,n,,lato,,1,,,
738,1195.7,1195.7,A1,czy,czy,conj,,czy,w pytaniach i zdaniach podrzędnych,1,,,
7184,1181.8,1181.8,A1,wiedzieć,wiedzieć,v,,wiedzieć,,1,,,
2866,1165.0,1165.0,A1,mówić,mówić,v,,mówić,,1,,,
5236,1129.2,1129.2,A1,raz,raz,n,,raz,,1,,,
6577,1111.4,1111.4,A1,też,też,part,,też,,1,,,
4631,1106.9,1106.9,A1,praca,praca,n,,praca,wysiłek,1,,,
3702,1087.8,1087.8,A1,oraz,oraz,conj,,oraz,,1,,,
1787,1075.7,1075.7,A1,jednak,jednak,conj,,jednak,,1,,,
8326,1037.5,1037.5,A1,zostać,zostać,v,,zostać,stać się,1,,,
3279,1014.0,1014.0,A1,nowy,nowy,adj,,nowy,,1,,,
4837,1006.2,1006.2,A1,przed,przed,prep,,przed,z przodu,1,,,
2621,1000.9,1000.9,A1,mama,mama,n,,mama,,1,,,
3989,986.7,986.7,A1,pierwszy,pierwszy,num,,pierwszy,,1,,,
4317,983.1,983.1,A1,polski,polski,adj,,polski,,1,,,
503,967.3,967.3,A1,cały,cały,adj,,cały,,1,,,
5991,954.7,954.7,A1,sprawa,sprawa,n,,sprawa,,1,,,
7443,951.8,951.8,A1,wszyscy,wszyscy,n,,wszyscy,,1,,,
7444,951.8,951.8,A1,wszyscy,wszyscy,"pron, adj",,wszyscy,,1,,,
2861,941.2,941.2,A1,można,można,v,,można,możliwość,1,,,
2878,939.4,939.4,A1,musieć,musieć,v,,musieć,,1,,,
4534,926.1,926.1,A1,powiedzieć,powiedzieć,v,,powiedzieć,,1,,,
7192,913.9,913.9,A1,wiele,wiele,"adv, adj",,wiele,,1,,,
4150,907.6,907.6,A1,pod,pod,prep,,pod,,1,,,
3054,907.2,907.2,A1,nawet,nawet,adv,,nawet,,1,,,
1919,884.8,884.8,A1,każdy,każdy,pron,,każdy,,1,,,
7215,874.7,874.7,A1,więc,więc,conj,,więc,,1,,,
1040,870.6,870.6,A1,dwa,dwa,num,,dwa,,1,,,
6491,849.1,849.1,A1,także,także,part,,także,,1,,,
6445,848.3,848.3,A1,świat,świat,n,,świat,,1,,,
1393,839.1,839.1,A1,gdy,gdy,adv,,gdy,,1,,,
3254,834.4,834.4,A1,no,no,part,,no,a więc,1,,,
5022,825.8,825.8,A1,przy,przy,prep,,przy,obok,1,,,
4316,825.7,825.7,A1,Polska,Polska,n,,Polska,,1,,,
3737,807.8,807.8,A1,osoba,osoba,n,,osoba,,1,,,
851,798.0,798.0,A1,dobry,dobry,adj,,dobry,,1,,,
6494,787.8,787.8,A1,tam,tam,adv,,tam,,1,,,
6153,769.2,769.2,A1,strona,strona,n,,strona,bok,1,,,
1783,761.9,761.9,A1,jeden,jeden,adj,,jeden,pewien,1,,,
1126,753.2,753.2,A1,dzień,dzień,n,,dzień,,1,,,
2718,753.1,753.1,A1,miejsce,miejsce,n,,miejsce,teren,1,,,
1928,751.9,751.9,A1,kiedy,kiedy,pron,,kiedy,,1,,,
1011,750.2,750.2,A1,drugi,drugi,num,,drugi,,1,,,
6040,737.5,737.5,A1,stać,stać,v,,stać,,1,,,
3637,735.0,735.0,A1,one,one,pron,,one,,1,,,
8438,725.1,725.1,A1,życie,życie,n,,życie,,1,,,
282,716.6,716.6,A1,bez,bez,prep,,bez,,1,,,
657,707.2,707.2,A1,coś,coś,pron,,coś,,1,,,
3843,706.8,706.8,A1,państwo,państwo,n,,państwo,,1,,,
689,699.7,699.7,A1,czasami/czasem,czasami/czasem,adv,,czasami/czasem,,1,,,
1819,698.3,698.3,A1,jeśli,jeśli,conj,,jeśli,,1,,,
479,689.8,689.8,A1,by,by,conj,,by,żeby,1,,,
1758,677.9,677.9,A1,jakiś,jakiś,adj,,jakiś,,1,,,
8422,662.1,662.1,A1,żeby,żeby,conj,,żeby,,1,,,
1106,647.2,647.2,A1,dziecko,dziecko,n,,dziecko,,1,,,
11,644.5,644.5,A1,aby,aby,conj,,aby,,1,,,
7445,643.6,643.6,A1,wszystkie,wszystkie,"pron, adj",,wszystkie,,1,,,
2517,639.6,639.6,A1,lub,lub,conj,,lub,albo,1,,,
6702,638.6,638.6,A1,tu,tu,adv,,tu,,1,,,
2916,637.7,637.7,A1,nad,nad,prep,,nad,,1,,,
687,637.1,637.1,A1,czas,czas,n,,czas,,1,,,
904,627.0,627.0,A1,dom,dom,n,,dom,rodzinny,1,,,
2237,614.2,614.2,A1,kraj,kraj,n,,kraj,,1,,,
7446,609.7,609.7,A1,wszystko,wszystko,pron,,wszystko,,1,,,
5501,609.4,609.4,A1,również,również,part,,również,,1,,,
6555,596.4,596.4,A1,teraz,teraz,adv,,teraz,,1,,,
4548,594.4,594.4,A1,powinien,powinien,v,,powinien,,1,,,
1396,589.6,589.6,A1,gdzie,gdzie,pron,,gdzie,,1,,,
7647,586.0,586.0,A1,wysoki,wysoki,adj,,wysoki,,1,,,
1947,583.8,583.8,A1,kilka,kilka,pron,,kilka,,1,,,
6686,583.4,583.4,A1,trzeba,trzeba,v,trzeba coś zrobić,trzeba coś zrobić,,2,,,
6052,579.6,579.6,A1,stan,stan,n,,stan,,1,,,
6726,578.9,578.9,A1,ty,ty,pron,,ty,,1,,,
1037,578.4,578.4,A1,dużo,dużo,adv,,dużo,,1,,,
1756,578.1,578.1,A1,jaki,jaki,adj,,jaki,,1,,,
1818,547.8,547.8,A1,jeść,jeść,v,,jeść,,1,,,
4675,542.6,542.6,A1,prawo,prawo,n,,prawo,system lub akt prawny,1,,,
2961,534.4,534.4,A1,należeć,należeć,v,,należeć,być członkiem,1,,,
3942,533.0,533.0,A1,pewny,pewny,adj,,pewny,przekonany,1,,,
1546,531.0,531.0,A1,grupa,grupa,n,,grupa,,1,,,
1817,524.5,524.5,A1,jeszcze,jeszcze,part,,jeszcze,nie później niż,1,,,
3081,523.3,523.3,A1,nic,nic,pron,,nic,,1,,,
7273,513.9,513.9,A1,właśnie,właśnie,adv,,właśnie,"akurat teraz, przed chwilą",1,,,
2617,508.7,508.7,A1,mały,mały,adj,,mały,,1,,,
4674,507.3,507.3,A1,prawo,prawo,adv,w prawo,w prawo,,2,,,
2518,507.3,507.3,A1,lubić,lubić,v,,lubić,,1,,,
2896,500.3,500.3,A1,myśleć,myśleć,v,,myśleć,,1,,,
765,499.9,499.9,A1,dać,dać,v,,dać,,1,,,
2113,496.1,496.1,A1,koniec,koniec,n,,koniec,,1,,,
8334,490.2,490.2,A1,zrobić,zrobić,v,,zrobić,,1,,,
8407,472.9,472.9,A1,żaden,żaden,pron,,żaden,,1,,,
7068,471.2,471.2,A1,ważny,ważny,adj,,ważny,np. sprawa,1,,,
4711,470.8,470.8,A1,problem,problem,n,,problem,,1,,,
1006,469.6,469.6,A1,droga,droga,n,,droga,,1,,,
7172,468.3,468.3,A1,widzieć,widzieć,v,,widzieć,,1,,,
7451,466.9,466.9,A1,wtedy,wtedy,adv,,wtedy,,1,,,
5852,461.5,461.5,A1,słowo,słowo,n,,słowo,,1,,,
509,456.1,456.1,A1,cel,cel,n,,cel,,1,,,
2615,454.6,454.6,A1,mało,mało,adv,,mało,,1,,,
585,453.8,453.8,A1,chwila,chwila,n,,chwila,,1,,,
2322,451.2,451.2,A1,kto,kto,pron,,kto,,1,,,
6246,444.2,444.2,A1,sytuacja,sytuacja,n,,sytuacja,,1,,,
8054,442.6,442.6,A1,zawsze,zawsze,adv,,zawsze,,1,,,
4737,437.0,437.0,A1,program,program,n,,program,,1,,,
5354,434.4,434.4,A1,robić,robić,v,,robić,zajmować się,1,,,
3597,432.8,432.8,A1,oko,oko,n,,oko,,1,,,
8285,430.6,430.6,A1,znać,znać,v,,znać,,1,,,
7267,429.1,429.1,A1,własny,własny,adj,,własny,,1,,,
6242,428.7,428.7,A1,system,system,n,,system,,1,,,
6953,427.9,427.9,A1,ustawa,ustawa,n,,ustawa,,1,,,
8298,425.8,425.8,A1,znaleźć,znaleźć,v,,znaleźć,,1,,,
559,424.4,424.4,A1,chodzić,chodzić,v,,chodzić,spacerować,1,,,
709,421.6,421.6,A1,często,często,adv,,często,,1,,,
5522,421.5,421.5,A1,różny,różny,adj,,różny,różnorodny,1,,,
7782,417.2,417.2,A1,zacząć,zacząć,v,,zacząć,,1,,,
6321,416.0,416.0,A1,szkoła,szkoła,n,,szkoła,,1,,,
824,415.9,415.9,A1,dlatego,dlatego,conj,,dlatego,,1,,,
742,413.6,413.6,A1,czyli,czyli,conj,,czyli,,1,,,
5562,413.1,413.1,A1,rząd,rząd,n,,rząd,władza,1,,,
2713,409.8,409.8,A1,miasto,miasto,n,,miasto,,1,,,
6692,408.8,408.8,A1,trzy,trzy,num,,trzy,,1,,,
4782,405.0,405.0,A1,prowadzić,prowadzić,v,,prowadzić,iść lub stać na czele,1,,,
3750,404.2,404.2,A1,ostatni,ostatni,adj,,ostatni,na końcu,1,,,
8258,402.5,402.5,A1,zmiana,zmiana,n,,zmiana,np. na lepsze,1,,,
7183,402.1,402.1,A1,wiedza,wiedza,n,,wiedza,,1,,,
5066,400.5,400.5,A1,przykład,przykład,n,,przykład,,1,,,
7601,400.1,400.1,A1,wynik,wynik,n,,wynik,,1,,,
110,398.3,398.3,A1,ani,ani,conj,ani ... ani,ani ... ani,,2,,,
1669,397.7,397.7,A1,informacja,informacja,n,,informacja,,1,,,
2324,395.7,395.7,A1,ktoś,ktoś,pron,,ktoś,,1,,,
2745,391.7,391.7,A1,między,między,prep,,między,,1,,,
410,391.0,391.0,A1,bóg,bóg,n,,bóg,,1,,,
1826,390.6,390.6,A1,jeżeli,jeżeli,conj,,jeżeli,,1,,,
6430,383.2,383.2,A1,środek,środek,n,,środek,centrum,1,,,
5960,380.8,380.8,A1,społeczny,społeczny,adj,,społeczny,,1,,,
4343,378.9,378.9,A1,pomoc,pomoc,n,,pomoc,,1,,,
975,378.8,378.8,A1,dotyczyć,dotyczyć,v,dotyczyć kogoś/czegoś,dotyczyć kogoś/czegoś,,2,,,
1248,378.3,378.3,A1,europejski,europejski,adj,,europejski,,1,,,
2597,374.6,374.6,A1,maj,maj,n,,maj,,1,,,
1733,371.0,371.0,A1,istnieć,istnieć,v,,istnieć,,1,,,
5348,367.4,367.4,A1,ręka,ręka,n,,ręka,,1,,,
1150,367.0,367.0,A1,dziś,dziś,adv,,dziś,,1,,,
8358,364.4,364.4,A1,związek,związek,n,,związek,powiązanie,1,,,
4305,363.0,363.0,A1,polityczny,polityczny,adj,,polityczny,,1,,,
281,362.3,362.3,A1,bez,bez,n,,bez,,1,,,
5086,358.2,358.2,A1,przypadek,przypadek,n,,przypadek,"w medycynie, prawie",1,,,
1761,358.0,358.0,A1,jako,jako,conj,,jako,,1,,,
7497,355.0,355.0,A1,wydać,wydać,v,,wydać,np. dużo pieniędzy,1,,,
8191,353.1,353.1,A1,ziemia,ziemia,n,,ziemia,"powierzchnia ziemi, grunt",1,,,
2000,349.0,349.0,A1,kobieta,kobieta,n,,kobieta,,1,,,
3049,345.0,345.0,A1,nauka,nauka,n,,nauka,"np. fizyka, chemia",1,,,
3245,344.9,344.9,A1,nikt,nikt,pron,,nikt,,1,,,
3975,342.0,342.0,A1,pieniądze,pieniądze,n,,pieniądze,,1,,,
1316,341.1,341.1,A1,firma,firma,n,,firma,,1,,,
4821,340.6,340.6,A1,przecież,przecież,part,,przecież,,1,,,
4765,340.5,340.5,A1,prosić,prosić,v,,prosić,,1,,,
6537,340.3,340.3,A1,temat,temat,n,,temat,"przedmiot, zagadnienie",1,,,
3584,336.9,336.9,A1,ojciec,ojciec,n,,ojciec,,1,,,
2063,333.3,333.3,A1,komisja,komisja,n,,komisja,,1,,,
6989,332.7,332.7,A1,uwaga,uwaga,n,,uwaga,skupienie,1,,,
5379,332.5,332.5,A1,rodzina,rodzina,n,,rodzina,,1,,,
7983,329.4,329.4,A1,zasada,zasada,n,,zasada,reguła,1,,,
2859,327.1,327.1,A1,możliwość,możliwość,n,,możliwość,,1,,,
789,325.8,325.8,A1,decyzja,decyzja,n,,decyzja,,1,,,
7264,325.6,325.6,A1,władza,władza,n,,władza,,1,,,
5493,323.4,323.4,A1,rozwój,rozwój,n,,rozwój,,1,,,
4031,322.3,322.3,A1,pisać,pisać,v,,pisać,,1,,,
1464,322.3,322.3,A1,godzina,godzina,n,,godzina,,1,,,
3404,321.4,321.4,A1,oczywiście,oczywiście,adv,,oczywiście,,1,,,
2781,320.9,320.9,A1,minister,minister,n,,minister,,1,,,
6993,320.3,320.3,A1,uważać,uważać,v,,uważać,być ostrożnym,1,,,
8284,318.2,318.2,A1,znaczyć,znaczyć,v,,znaczyć,,1,,,
4163,317.9,317.9,A1,podczas,podczas,prep,,podczas,,1,,,
1446,316.4,316.4,A1,głowa,głowa,n,,głowa,,1,,,
7060,316.3,316.3,A1,warunek,warunek,n,,warunek,,1,,,
5057,315.1,315.1,A1,przyjąć,przyjąć,n,,przyjąć,zaakceptować,1,,,
1451,314.9,314.9,A1,główny,główny,adj,,główny,,1,,,
1099,313.2,313.2,A1,działanie,działanie,n,,działanie,,1,,,
3605,313.1,313.1,A1,okres,okres,n,,okres,,1,,,
5730,312.2,312.2,A1,siła,siła,n,,siła,fizyczna,1,,,
1038,311.8,311.8,A1,duży,duży,adj,,duży,,1,,,
556,308.0,308.0,A1,chociaż,chociaż,"conj, part",,chociaż,,1,,,
2028,307.4,307.4,A1,kolejny,kolejny,adj,,kolejny,,1,,,
4133,307.1,307.1,A1,początek,początek,n,,początek,,1,,,
3243,302.5,302.5,A1,nigdy,nigdy,adv,,nigdy,,1,,,
4742,302.5,302.5,A1,projekt,projekt,n,,projekt,,1,,,
4704,300.2,300.2,A1,prezydent,prezydent,n,,prezydent,,1,,,
7301,298.8,298.8,A1,woda,woda,n,,woda,,1,,,
2227,297.9,297.9,A1,kościół,kościół,n,,kościół,,1,,,
5567,296.6,296.6,A1,rzecz,rzecz,n,,rzecz,przedmiot,1,,,
1604,296.1,296.1,A1,historia,historia,n,,historia,"przeszłość, dzieje",1,,,
823,295.1,295.1,A1,dlaczego,dlaczego,adv,,dlaczego,,1,,,
772,294.3,294.3,A1,daleko,daleko,adv,,daleko,,1,,,
2461,294.0,294.0,A1,liczba,liczba,n,,liczba,,1,,,
3252,293.9,293.9,A1,niż,niż,conj,,niż,w porównaniach,1,,,
6748,293.7,293.7,A1,u,u,prep,,u,"przy, w pobliżu",1,,,
7309,291.4,291.4,A1,wojna,wojna,n,,wojna,,1,,,
1438,290.4,290.4,A1,głos,głos,n,,głos,"kiedy mówimy, śpiewamy itp.",1,,,
4568,289.7,289.7,A1,powstać,powstać,v,,powstać,zacząć istnieć,1,,,
6876,289.7,289.7,A1,unia,unia,n,,unia,,1,,,
4581,289.0,289.0,A1,poza,poza,prep,,poza,na zewnątrz,1,,,
6723,287.9,287.9,A1,twój,twój,pron,,twój,,1,,,
4657,286.1,286.1,A1,prawda,prawda,n,,prawda,,1,,,
4595,284.5,284.5,A1,pozostać,pozostać,v,,pozostać,trwać,1,,,
3610,282.6,282.6,A1,określić,określić,v,,określić,,1,,,
6742,281.8,281.8,A1,tysiąc,tysiąc,num,,tysiąc,,1,,,
4635,281.2,281.2,A1,pracować,pracować,v,,pracować,,1,,,
1394,280.8,280.8,A1,gdyby,gdyby,conj,,gdyby,,1,,,
919,278.6,278.6,A1,dopiero,dopiero,adv,,dopiero,,1,,,
218,277.8,277.8,A1,aż,aż,conj,,aż,tak wiele,1,,,
2307,275.8,275.8,A1,książka,książka,n,,książka,,1,,,
5164,274.5,274.5,A1,punkt,punkt,n,,punkt,,1,,,
3037,274.2,274.2,A1,natomiast,natomiast,conj,,natomiast,,1,,,
1827,273.0,273.0,A1,język,język,n,,język,np. polski,1,,,
2341,270.5,270.5,A1,kultura,kultura,n,,kultura,,1,,,
714,265.8,265.8,A1,część,część,n,,część,,1,,,
4363,265.6,265.6,A1,ponieważ,ponieważ,conj,,ponieważ,,1,,,
4718,264.9,264.9,A1,proces,proces,n,,proces,ciąg przemian,1,,,
2728,263.1,263.1,A1,miesiąc,miesiąc,n,,miesiąc,,1,,,
1143,262.9,262.9,A1,dzięki,dzięki,interj,dzięki!,dzięki!,,2,,,
7054,260.2,260.2,A1,Warszawa,Warszawa,n,,Warszawa,,1,,,
5177,258.8,258.8,A1,pytanie,pytanie,n,,pytanie,,1,,,
3567,256.9,256.9,A1,ogół,ogół,n,w ogóle,w ogóle,,2,,,
3710,256.6,256.6,A1,organizacja,organizacja,n,,organizacja,,1,,,
7718,254.5,254.5,A1,wziąć,wziąć,v,,wziąć,,1,,,
5152,254.4,254.4,A1,publiczny,publiczny,adj,,publiczny,,1,,,
5526,252.8,252.8,A1,ruch,ruch,n,,ruch,poruszanie się,1,,,
4561,252.6,252.6,A1,powód,powód,n,,powód,,1,,,
7217,251.3,251.3,A1,większość,większość,n,,większość,,1,,,
7058,251.2,251.2,A1,wartość,wartość,n,,wartość,,1,,,
1642,251.1,251.1,A1,ile,ile,pron,,ile,,1,,,
7712,250.3,250.3,A1,wzgląd,wzgląd,n,pod względem czegoś,pod względem czegoś,,2,,,
1328,249.7,249.7,A1,forma,forma,n,,forma,,1,,,
5382,249.2,249.2,A1,rola,rola,n,,rola,funkcja,1,,,
654,248.5,248.5,A1,coraz,coraz,adv,,coraz,,1,,,
3286,247.00,247.0,A1,oba,oba,num,,oba,,1,,,
6810,247.0,247.0,A1,udział,udział,n,,udział,uczestnictwo,1,,,
5371,245.3,245.3,A1,rodzaj,rodzaj,n,,rodzaj,typ,1,,,
7218,245.2,245.2,A1,większy,większy,adj,,większy,,1,,,
5176,244.5,244.5,A1,pytać,pytać,v,,pytać,,1,,,
7450,241.7,241.7,A1,wśród,wśród,prep,,wśród,,1,,,
5546,240.4,240.4,A1,rynek,rynek,n,,rynek,,1,,,
5448,240.1,240.1,A1,rozmowa,rozmowa,n,,rozmowa,,1,,,
4359,239.9,239.9,A1,ponad,ponad,prep,,ponad,,1,,,
5676,238.4,238.4,A1,senator,senator,n,,senator,,1,,,
1499,238.4,238.4,A1,góra,góra,n,,góra,więcej niż pagórek,1,,,
7216,237.8,237.8,A1,więcej,więcej,"adv, prep",,więcej,,1,,,
2992,237.0,237.0,A1,naprawdę,naprawdę,adv,,naprawdę,,1,,,
7458,236.4,236.4,A1,wy,wy,pron,,wy,,1,,,
2397,235.8,235.8,A1,latać,latać,v,,latać,,1,,,
1148,235.7,235.7,A1,dzisiaj,dzisiaj,adv,,dzisiaj,,1,,,
5971,235.4,235.4,A1,sposób,sposób,n,,sposób,,1,,,
4288,234.0,234.0,A1,Polak,Polak,n,,Polak,,1,,,
3639,234.0,234.0,A1,ono,ono,pron,,ono,,1,,,
594,233.6,233.6,A1,ciało,ciało,n,,ciało,,1,,,
6709,232.4,232.4,A1,tutaj,tutaj,adv,,tutaj,,1,,,
4201,232.3,232.3,A1,podstawa,podstawa,n,,podstawa,baza,1,,,
1098,231.1,231.1,A1,działalność,działalność,n,,działalność,,1,,,
769,230.8,230.8,A1,dalej,dalej,adv,,dalej,,1,,,
1740,230.8,230.8,A1,iść,iść,v,,iść,,1,,,
1302,230.7,230.7,A1,film,film,n,,film,,1,,,
4588,230.1,230.1,A1,poziom,poziom,n,,poziom,,1,,,
3825,229.9,229.9,A1,pamiętać,pamiętać,v,,pamiętać,,1,,,
227,228.7,228.7,A1,badanie,badanie,n,,badanie,lekarskie,1,,,
862,228.1,228.1,A1,dodać,dodać,v,,dodać,,1,,,
3602,227.9,227.9,A1,około,około,prep,,około,,1,,,
6407,227.8,227.8,A1,śmierć,śmierć,n,,śmierć,,1,,,
3928,227.3,227.3,A1,pełny,pełny,adj,,pełny,,1,,,
2669,225.8,225.8,A1,matka,matka,n,,matka,,1,,,
3006,225.6,225.6,A1,narodowy,narodowy,adj,,narodowy,,1,,,
4513,225.2,225.2,A1,potrafić,potrafić,v,potrafić coś zrobić,potrafić coś zrobić,,2,,,
1264,224.8,224.8,A1,fakt,fakt,n,,fakt,,1,,,
8320,224.2,224.2,A1,zobaczyć,zobaczyć,v,,zobaczyć,,1,,,
1213,223.8,223.8,A1,element,element,n,,element,,1,,,
7291,223.8,223.8,A1,wniosek,wniosek,n,,wniosek,konkluzja,1,,,
2349,223.3,223.3,A1,kupić,kupić,v,,kupić,,1,,,
5957,222.9,222.9,A1,społeczeństwo,społeczeństwo,n,,społeczeństwo,,1,,,
4629,222.1,222.1,A1,późno,późno,adv,,późno,,1,,,
711,221.7,221.7,A1,częsty,częsty,adj,,częsty,,1,,,
1518,221.3,221.3,A1,granica,granica,n,,granica,"między państwami, pojęciami",1,,,
6434,221.3,221.3,A1,środowisko,środowisko,adv,,środowisko,,1,,,
6658,221.1,221.1,A1,trochę,trochę,adv,,trochę,,1,,,
3875,221.0,221.0,A1,partia,partia,n,,partia,polityczna,1,,,
3308,221.00,221.0,A1,obecnie,obecnie,adv,,obecnie,,1,,,
1807,220.8,220.8,A1,jedynie,jedynie,adv,,jedynie,,1,,,
7299,220.8,220.8,A1,wobec,wobec,prep,wobec kogoś/czegoś,wobec kogoś/czegoś,,2,,,
7013,220.7,220.7,A1,uznać,uznać,v,,uznać,zaakceptować,1,,,
6131,219.7,219.7,A1,stosunek,stosunek,n,,stosunek,nastawienie,1,,,
7544,219.7,219.7,A1,wykonać,wykonać,v,,wykonać,"czynność, utwór",1,,,
1096,219.5,219.5,A1,działać,działać,v,,działać,"o człowieku, nie próżnować",1,,,
2985,218.0,218.0,A1,napisać,napisać,v,,napisać,,1,,,
4276,217.7,217.7,A1,pokój,pokój,n,,pokój,pomieszczenie,1,,,
557,217.2,217.2,A1,choć,choć,"conj, part",,choć,,1,,,
770,216.8,216.8,A1,daleki,daleki,adj,,daleki,,1,,,
4191,215.9,215.9,A1,podobny,podobny,adj,,podobny,,1,,,
8356,214.5,214.5,A1,związany,związany,adj,,związany,sznurem,1,,,
4515,214.3,214.3,A1,potrzeba,potrzeba,n,,potrzeba,,1,,,
5477,213.7,213.7,A1,rozumieć,rozumieć,v,,rozumieć,,1,,,
8245,213.6,213.6,A1,zły,zły,adj,,zły,niedobry,1,,,
1510,213.6,213.6,A1,grać,grać,v,,grać,"mecz, muzykę",1,,,
4306,211.3,211.3,A1,polityk,polityk,n,,polityk,,1,,,
65,210.9,210.9,A1,albo,albo,conj,,albo,,1,,,
2768,210.8,210.8,A1,miłość,miłość,n,,miłość,,1,,,
7467,210.3,210.3,A1,wybrać,wybrać,v,,wybrać,"osobę, rzecz, datę",1,,,
2831,210.0,210.0,A1,moment,moment,n,,moment,chwila,1,,,
2523,209.6,209.6,A1,ludzki,ludzki,adj,,ludzki,,1,,,
7850,208.3,208.3,A1,zakres,zakres,n,,zakres,,1,,,
3246,208.3,208.3,A1,nim,nim,conj,,nim,zanim,1,,,
4771,207.5,207.5,A1,prosty,prosty,adj,,prosty,nie powyginany,1,,,
3589,206.9,206.9,A1,okazać się,okazać się,vr,"okazało się, że ...","okazało się, że ...",,2,,,
162,206.0,206.0,A1,artykuł,artykuł,n,,artykuł,,1,,,
7787,205.9,205.9,A1,zadanie,zadanie,n,,zadanie,,1,,,
7346,205.5,205.5,A1,wpływ,wpływ,n,,wpływ,,1,,,
1649,204.8,204.8,A1,imię,imię,n,,imię,,1,,,
415,204.0,204.0,A1,brać,brać,v,,brać,,1,,,
7820,203.1,203.1,A1,zająć,zająć,v,,zająć,"miejsce, czas",1,,,
7821,203.1,203.1,A1,,zająć,v,,zająć,terytorium,2,,,
1755,202.6,202.6,A1,jakby,jakby,conj,,jakby,,1,,,
7440,201.8,201.8,A1,wszelki,wszelki,adj,,wszelki,,1,,,
