ID,ipm,base ipm,band,lemma,base lemma,POS,MWE,lexical item,sense indication,"MicroSort",notMWE,isLEMMA,hasGLOSS
7284,34.4,34.4,A2,włożyć,włożyć,v,,włożyć,wsunąć,1,,,
4682,34.4,34.4,A2,prąd,prąd,n,,prąd,elektryczny,1,,,
2467,34.4,34.4,A2,liga,liga,n,,liga,,1,,,
2143,34.4,34.4,A2,konstytucyjny,konstytucyjny,adj,,konstytucyjny,,1,,,
6583,34.4,34.4,A2,tkwić,tkwić,v,,tkwić,,1,,,
7001,34.3,34.3,A2,uwolnić,uwolnić,v,,uwolnić,,1,,,
1343,34.3,34.3,A2,fotel,fotel,n,,fotel,,1,,,
2810,34.3,34.3,A2,mnóstwo,mnóstwo,n,mnóstwo czegoś,mnóstwo czegoś,,2,,,
2318,34.3,34.3,A2,kształcenie,kształcenie,n,,kształcenie,,1,,,
1377,34.2,34.2,A2,galeria,galeria,n,,galeria,,1,,,
1242,34.2,34.2,A2,etyka,etyka,n,,etyka,,1,,,
7741,34.2,34.2,A2,zaangażować,zaangażować,v,,zaangażować,,1,,,
5151,34.2,34.2,A2,publiczność,publiczność,n,,publiczność,,1,,,
3012,34.2,34.2,A2,naruszyć,naruszyć,v,,naruszyć,,1,,,
4750,34.2,34.2,A2,promieniować,promieniować,v,,promieniować,,1,,,
8032,34.2,34.2,A2,zaufanie,zaufanie,n,,zaufanie,,1,,,
206,34.1,34.1,A2,autorytet,autorytet,n,,autorytet,,1,,,
982,34.1,34.1,A2,dowolny,dowolny,adj,,dowolny,,1,,,
2182,34.1,34.1,A2,kopalnia,kopalnia,n,,kopalnia,,1,,,
7248,34.1,34.1,A2,wizerunek,wizerunek,n,,wizerunek,,1,,,
4970,34.1,34.1,A2,przestrzeń,przestrzeń,n,,przestrzeń,,1,,,
4110,34.0,34.0,A2,pobliże,pobliże,n,w pobliżu,w pobliżu,,2,,,
5029,34.0,34.0,A2,przybyć,przybyć,v,,przybyć,"przyjechać, przyjść",1,,,
6833,34.0,34.0,A2,ukończyć,ukończyć,v,,ukończyć,,1,,,
3387,34.0,34.0,A2,ocean,ocean,n,,ocean,,1,,,
1322,34.0,34.0,B1,fizyka,fizyka,n,,fizyka,,1,,,
1906,34.0,34.0,B1,katedra,katedra,n,,katedra,duży kościół,1,,,
8132,34.0,34.0,B1,zdziwić się,zdziwić się,vr,,zdziwić się,,1,,,
5636,33.9,33.9,B1,scenariusz,scenariusz,n,,scenariusz,,1,,,
1963,33.9,33.9,B1,klasztor,klasztor,n,,klasztor,męski,1,,,
7148,33.9,33.9,B1,wiatr,wiatr,n,,wiatr,,1,,,
8394,33.9,33.9,B1,zwyczaj,zwyczaj,n,,zwyczaj,,1,,,
390,33.9,33.9,B1,bogactwo,bogactwo,n,,bogactwo,,1,,,
4187,33.9,33.9,B1,podobać się,podobać się,vr,,podobać się,,1,,,
6197,33.9,33.9,B1,sugerować,sugerować,v,,sugerować,,1,,,
6607,33.8,33.8,B1,tor,tor,n,,tor,"bieżni, basenu",1,,,
3772,33.8,33.8,B1,oświadczyć,oświadczyć,v,,oświadczyć,,1,,,
5386,33.8,33.8,B1,rolniczy,rolniczy,adj,,rolniczy,,1,,,
5766,33.7,33.7,B1,składnik,składnik,n,,składnik,,1,,,
5098,33.7,33.7,B1,przypuszczać,przypuszczać,v,,przypuszczać,,1,,,
461,33.7,33.7,B1,budowlany,budowlany,n,,budowlany,,1,,,
4195,33.7,33.7,B1,podręcznik,podręcznik,n,,podręcznik,szkolny,1,,,
2029,33.6,33.6,B1,kolejowy,kolejowy,adj,,kolejowy,,1,,,
7701,33.6,33.6,B1,wyzwanie,wyzwanie,n,,wyzwanie,,1,,,
4857,33.6,33.6,B1,przedstawienie,przedstawienie,n,,przedstawienie,,1,,,
4779,33.6,33.6,B1,protokół,protokół,n,,protokół,,1,,,
4427,33.5,33.5,B1,poruszać się,poruszać się,vr,,poruszać się,przemieszczać się,1,,,
453,33.5,33.5,B1,brzydki,brzydki,adj,,brzydki,,1,,,
5610,33.5,33.5,B1,samodzielny,samodzielny,adj,,samodzielny,,1,,,
7527,33.4,33.4,B1,wyjątkowo,wyjątkowo,adv,,wyjątkowo,,1,,,
914,33.4,33.4,B1,donieść,donieść,v,,donieść,złożyć donos,1,,,
2432,33.4,33.4,B1,lekko,lekko,adv,,lekko,,1,,,
2321,33.4,33.4,B1,kształtować,kształtować,v,,kształtować,,1,,,
3469,33.4,33.4,B1,odległy,odległy,adj,,odległy,,1,,,
690,33.4,33.4,B1,czasopismo,czasopismo,n,,czasopismo,,1,,,
2788,33.3,33.3,B1,mistrz/yni,mistrz/yni,n,,mistrz/yni,,1,,,
8135,33.3,33.3,B1,zebrać,zebrać,v,,zebrać,,1,,,
8136,33.3,33.3,B1,zebrać się,zebrać się,vr,,zebrać się,komisja,1,,,
3523,33.3,33.3,B1,odwaga,odwaga,n,,odwaga,,1,,,
760,33.3,33.3,B1,ćwiczenie,ćwiczenie,n,,ćwiczenie,gimnastyczne,1,,,
1722,33.3,33.3,B1,inwestor,inwestor,n,,inwestor,,1,,,
6387,33.2,33.2,B1,śląski,śląski,adj,,śląski,,1,,,
1180,33.2,33.2,B1,ekipa,ekipa,n,,ekipa,,1,,,
1902,33.2,33.2,B1,katalog,katalog,n,,katalog,towarów itp.,1,,,
2412,33.2,33.2,B1,leczenie,leczenie,n,,leczenie,,1,,,
1674,33.1,33.1,B1,infrastruktura,infrastruktura,n,,infrastruktura,,1,,,
6683,33.1,33.1,B1,trybunał,trybunał,n,,trybunał,,1,,,
1311,33.1,33.1,B1,finansować,finansować,v,,finansować,,1,,,
6266,33.1,33.1,B1,szczebel,szczebel,n,,szczebel,,1,,,
6383,33.1,33.1,B1,ścisły,ścisły,adj,,ścisły,"wyliczenia, nauka",1,,,
3004,33.1,33.1,B1,narkotyk,narkotyk,n,,narkotyk,,1,,,
2755,33.0,33.0,B1,mijać,mijać,v,,mijać,"osoba, pojazd",1,,,
3745,33.0,33.0,B1,osobowy,osobowy,adj,,osobowy,,1,,,
1608,33.0,33.0,B1,historyk,historyk,n,,historyk,,1,,,
4007,33.0,33.0,B1,piętro,piętro,n,,piętro,,1,,,
5186,33.0,33.0,B1,rada,rada,n,,rada,wskazówka,1,,,
7562,33.0,33.0,B1,wykształcony,wykształcony,adj,,wykształcony,,1,,,
3744,33.0,33.0,B1,osobowość,osobowość,n,,osobowość,,1,,,
7909,33.0,33.0,B1,zamówienie,zamówienie,n,,zamówienie,,1,,,
6263,33.0,33.0,B1,szary,szary,adj,,szary,,1,,,
2031,32.9,32.9,B1,koleżanka,koleżanka,n,,koleżanka,,1,,,
1371,32.9,32.9,B1,gabinet,gabinet,n,,gabinet,"w domu, pracy",1,,,
6591,32.9,32.9,B1,tłumić,tłumić,v,,tłumić,,1,,,
5638,32.8,32.8,B1,schody,schody,n,,schody,,1,,,
7015,32.8,32.8,B1,uznanie,uznanie,n,,uznanie,,1,,,
4797,32.7,32.7,B1,próg,próg,n,,próg,w drzwiach,1,,,
6851,32.7,32.7,B1,ulubiony,ulubiony,adj,,ulubiony,,1,,,
1151,32.7,32.7,B1,dziura,dziura,n,,dziura,otwór,1,,,
5808,32.7,32.7,B1,skrzydło,skrzydło,n,,skrzydło,,1,,,
342,32.7,32.7,B1,biologiczny,biologiczny,adj,,biologiczny,,1,,,
30,32.6,32.6,B1,aha,aha,interj,,aha,,1,,,
5320,32.6,32.6,B1,restauracja,restauracja,n,,restauracja,,1,,,
5975,32.6,32.6,B1,spotkać się,spotkać się,vr,,spotkać się,,1,,,
6932,32.6,32.6,B1,uruchomić,uruchomić,v,,uruchomić,,1,,,
2273,32.6,32.6,B1,królewski,królewski,adj,,królewski,,1,,,
8037,32.6,32.6,B1,zawartość,zawartość,n,,zawartość,pojemnika,1,,,
4405,32.6,32.6,B1,poradzić,poradzić,v,,poradzić,dać wskazówkę,1,,,
2567,32.5,32.5,B1,łączyć się,łączyć się,vr,,łączyć się,,1,,,
5821,32.5,32.5,B1,skutecznie,skutecznie,adv,,skutecznie,,1,,,
7618,32.5,32.5,B1,wyposażenie,wyposażenie,n,,wyposażenie,,1,,,
1337,32.5,32.5,B1,formułować,formułować,v,,formułować,,1,,,
3717,32.5,32.5,B1,oryginalny,oryginalny,adj,,oryginalny,,1,,,
1539,32.4,32.4,B1,groźny,groźny,adj,,groźny,,1,,,
967,32.4,32.4,B1,dotacja,dotacja,n,,dotacja,,1,,,
2447,32.4,32.4,B1,lewo,lewo,adv,,lewo,,1,,,
7271,32.4,32.4,B1,właściwość,właściwość,n,,właściwość,,1,,,
6758,32.4,32.4,B1,ubogi,ubogi,adj,,ubogi,,1,,,
1033,32.3,32.3,B1,dusić,dusić,n,,dusić,utrudniać oddychanie,1,,,
3878,32.3,32.3,B1,partyjny,partyjny,adj,,partyjny,,1,,,
4334,32.3,32.3,B1,pomiar,pomiar,n,,pomiar,,1,,,
1505,32.3,32.3,B1,górny,górny,adj,,górny,,1,,,
4068,32.3,32.3,B1,plus,plus,n,,plus,,1,,,
1019,32.3,32.3,B1,drużyna,drużyna,n,,drużyna,,1,,,
2247,32.3,32.3,B1,krążyć,krążyć,n,,krążyć,,1,,,
7968,32.3,32.3,B1,zarejestrować,zarejestrować,v,,zarejestrować,"spółkę, samochód",1,,,
3168,32.3,32.3,B1,nieraz,nieraz,adv,,nieraz,,1,,,
3327,32.3,32.3,B1,oblicze,oblicze,n,,oblicze,charakter,1,,,
923,32.2,32.2,B1,dopóki,dopóki,adv,,dopóki,,1,,,
5863,32.2,32.2,B1,słuszny,słuszny,adj,,słuszny,,1,,,
1167,32.2,32.2,B1,edukacyjny,edukacyjny,adj,,edukacyjny,,1,,,
7490,32.2,32.2,B1,wycieczka,wycieczka,n,,wycieczka,,1,,,
4086,32.2,32.2,B1,płeć,płeć,n,,płeć,,1,,,
2742,32.1,32.1,B1,mieszkaniowy,mieszkaniowy,adj,,mieszkaniowy,,1,,,
179,32.1,32.1,B1,atom,atom,n,,atom,,1,,,
4554,32.1,32.1,B1,powodzić się,powodzić się,vr,,powodzić się,,1,,,
255,32.1,32.1,B1,bariera,bariera,n,,bariera,,1,,,
4997,32.0,32.0,B1,przewodnik,przewodnik,n,,przewodnik,książka,1,,,
3250,32.0,32.0,B1,niszczyć,niszczyć,v,,niszczyć,,1,,,
5202,32.0,32.0,B1,rak,rak,n,,rak,zwierzę,1,,,
6869,32.0,32.0,B1,umówić się,umówić się,vr,,umówić się,dogadać się,1,,,
980,32.0,32.0,B1,dowodzić,dowodzić,v,,dowodzić,rządzić,1,,,
1427,32.0,32.0,B1,globalny,globalny,adj,,globalny,,1,,,
3477,31.9,31.9,B1,odmienny,odmienny,adj,,odmienny,inny,1,,,
6884,31.9,31.9,B1,uniknąć,uniknąć,v,,uniknąć,,1,,,
7755,31.8,31.8,B1,zabierać,zabierać,v,,zabierać,"miejsce, czas",1,,,
3640,31.8,31.8,B1,ONZ,ONZ,n,,ONZ,,1,,,
1714,31.8,31.8,B1,interpretacja,interpretacja,n,,interpretacja,,1,,,
5482,31.8,31.8,B1,rozważyć,rozważyć,v,,rozważyć,,1,,,
5304,31.8,31.8,B1,remont,remont,n,,remont,mieszkania,1,,,
1630,31.8,31.8,B1,idealny,idealny,adj,,idealny,,1,,,
910,31.7,31.7,B1,dominować,dominować,v,,dominować,,1,,,
6147,31.7,31.7,B1,straż,straż,n,straż pożarna,straż pożarna,,2,,,
604,31.7,31.7,B1,cicho,cicho,adv,,cicho,,1,,,
6260,31.7,31.7,B1,szanowny,szanowny,adj,,szanowny,,1,,,
1904,31.6,31.6,B1,katastrofa,katastrofa,n,,katastrofa,,1,,,
4341,31.6,31.6,B1,pominąć,pominąć,v,,pominąć,,1,,,
7481,31.6,31.6,B1,wychowanie,wychowanie,n,,wychowanie,,1,,,
100,31.5,31.5,B1,analizować,analizować,v,,analizować,,1,,,
3654,31.5,31.5,B1,opcja,opcja,n,,opcja,,1,,,
4,31.5,31.5,B1,absolutnie,absolutnie,adv,,absolutnie,,1,,,
8094,31.5,31.5,B1,zdarzenie,zdarzenie,n,,zdarzenie,,1,,,
6770,31.5,31.5,B1,uchwalić,uchwalić,v,,uchwalić,,1,,,
5054,31.4,31.4,B1,przyjazny,przyjazny,adj,,przyjazny,,1,,,
6554,31.4,31.4,B1,terapia,terapia,n,,terapia,,1,,,
6605,31.3,31.3,B1,tona,tona,n,,tona,,1,,,
6433,31.3,31.3,B1,środkowy,środkowy,adj,,środkowy,,1,,,
7600,31.3,31.3,B1,wynieść się,wynieść się,vr,,wynieść się,,1,,,
5615,31.3,31.3,B1,samorządowy,samorządowy,adj,,samorządowy,,1,,,
1973,31.3,31.3,B1,klient/ka,klient/ka,n,,klient/ka,,1,,,
7214,31.3,31.3,B1,wieża,wieża,n,,wieża,budowla,1,,,
3613,31.2,31.2,B1,okręt,okręt,n,,okręt,,1,,,
6844,31.2,31.2,B1,ulga,ulga,n,,ulga,uczucie,1,,,
1254,31.2,31.2,B1,ewolucja,ewolucja,n,,ewolucja,,1,,,
2287,31.1,31.1,B1,krytyk,krytyk,n,,krytyk,,1,,,
5192,31.1,31.1,B1,radiowy,radiowy,adj,,radiowy,,1,,,
5510,31.1,31.1,B1,równowaga,równowaga,n,,równowaga,,1,,,
353,31.1,31.1,B1,biznes,biznes,n,,biznes,,1,,,
3526,31.0,31.0,B1,odwiedzić,odwiedzić,v,,odwiedzić,,1,,,
880,31.0,31.0,B1,dojście,dojście,n,,dojście,,1,,,
7317,31.0,31.0,B1,woleć,woleć,v,,woleć,,1,,,
1880,31.0,31.0,B1,kara,kara,n,,kara,,1,,,
7245,30.9,30.9,B1,witryna,witryna,n,,witryna,internetowa,1,,,
6922,30.9,30.9,B1,urlop,urlop,n,,urlop,,1,,,
2595,30.8,30.8,B1,magnetyczny,magnetyczny,adj,,magnetyczny,,1,,,
2547,30.8,30.8,B1,łamać,łamać,v,,łamać,,1,,,
3573,30.8,30.8,B1,ograniczony,ograniczony,adj,,ograniczony,niewielki,1,,,
4396,30.8,30.8,B1,popularność,popularność,n,,popularność,,1,,,
5491,30.7,30.7,B1,rozwojowy,rozwojowy,adj,,rozwojowy,,1,,,
7401,30.7,30.7,B1,wspomnienie,wspomnienie,n,,wspomnienie,,1,,,
516,30.7,30.7,B1,cenić,cenić,v,cenić (sobie) coś,cenić (sobie) coś,,2,,,
6729,30.7,30.7,B1,tygodnik,tygodnik,n,,tygodnik,,1,,,
1877,30.7,30.7,B1,kapłan,kapłan,n,,kapłan,,1,,,
4460,30.7,30.7,B1,post,post,n,,post,na forum,1,,,
4985,30.7,30.7,B1,przetrwać,przetrwać,v,,przetrwać,,1,,,
5365,30.7,30.7,B1,rocznica,rocznica,n,,rocznica,,1,,,
4361,30.6,30.6,B1,poniedziałek,poniedziałek,n,,poniedziałek,,1,,,
4274,30.6,30.6,B1,pokonać,pokonać,v,,pokonać,,1,,,
5085,30.6,30.6,B1,przypadać,przypadać,v,,przypadać,,1,,,
7236,30.6,30.6,B1,wioska,wioska,n,,wioska,,1,,,
4303,30.6,30.6,B1,politechnika,politechnika,n,,politechnika,,1,,,
8248,30.5,30.5,B1,zmarły,zmarły,adj,,zmarły,,1,,,
8249,30.5,30.5,B1,zmarły,zmarły,n,,zmarły,,1,,,
2009,30.5,30.5,B1,kod,kod,n,,kod,,1,,,
4032,30.5,30.5,B1,pisa-rz/rka,pisa-rz/rka,n,,pisa-rz/rka,,1,,,
7343,30.5,30.5,B1,wpłynąć,wpłynąć,v,,wpłynąć,"dokumenty, pieniądze",1,,,
555,30.5,30.5,B1,chmura,chmura,n,,chmura,,1,,,
1972,30.5,30.5,B1,klęska,klęska,n,,klęska,,1,,,
5019,30.4,30.4,B1,przód,przód,n,,przód,przednia strona,1,,,
7463,30.4,30.4,B1,wyborca,wyborca,n,,wyborca,,1,,,
8117,30.4,30.4,B1,zdołać,zdołać,v,zdołać coś zrobić,zdołać coś zrobić,,2,,,
2016,30.4,30.4,B1,kojarzyć,kojarzyć,v,,kojarzyć,,1,,,
1047,30.4,30.4,B1,dwór,dwór,n,,dwór,królewski,1,,,
6809,30.3,30.3,B1,udowodnić,udowodnić,v,,udowodnić,,1,,,
3412,30.3,30.3,B1,odbiorca,odbiorca,n,,odbiorca,przesyłki,1,,,
902,30.3,30.3,B1,dołączyć,dołączyć,v,,dołączyć,jako dodatek,1,,,
1110,30.3,30.3,B1,dzieje,dzieje,n,,dzieje,,1,,,
859,30.3,30.3,B1,docierać,docierać,v,,docierać,na miejsce,1,,,
2285,30.3,30.3,B1,krytyczny,krytyczny,adj,,krytyczny,"uwaga, recenzja",1,,,
5683,30.2,30.2,B1,serdecznie,serdecznie,adv,,serdecznie,,1,,,
4295,30.2,30.2,B1,polecić,polecić,v,,polecić,rozkazać,1,,,
6535,30.2,30.2,B1,telewizor,telewizor,n,,telewizor,,1,,,
6725,30.2,30.2,B1,twórczy,twórczy,adj,,twórczy,,1,,,
1852,30.2,30.2,B1,kamera,kamera,n,,kamera,,1,,,
2166,30.1,30.1,B1,kontynent,kontynent,n,,kontynent,,1,,,
7750,30.1,30.1,B1,zabezpieczenie,zabezpieczenie,n,,zabezpieczenie,,1,,,
5404,30.0,30.0,B1,rower,rower,n,,rower,,1,,,
5803,30.0,30.0,B1,skromny,skromny,adj,,skromny,,1,,,
4095,30.0,30.0,B1,płyn,płyn,n,,płyn,,1,,,
1105,30.0,30.0,B1,dzieciństwo,dzieciństwo,n,,dzieciństwo,,1,,,
5459,30.0,30.0,B1,rozpoznać,rozpoznać,v,,rozpoznać,,1,,,
1885,29.9,29.9,B1,kariera,kariera,n,,kariera,,1,,,
901,29.9,29.9,B1,dolny,dolny,adj,,dolny,"półka, szuflada",1,,,
6492,29.9,29.9,B1,talent,talent,n,,talent,zdolności,1,,,
4503,29.8,29.8,B1,potencjalny,potencjalny,adj,,potencjalny,,1,,,
8011,29.8,29.8,B1,zastrzec,zastrzec,v,,zastrzec,,1,,,
6086,29.8,29.8,B1,statystyka,statystyka,n,,statystyka,,1,,,
5886,29.8,29.8,B1,socjalistyczny,socjalistyczny,adj,,socjalistyczny,,1,,,
7256,29.8,29.8,B1,wkład,wkład,n,,wkład,udział,1,,,
2226,29.7,29.7,B1,kościelny,kościelny,adj,,kościelny,,1,,,
6681,29.7,29.7,B1,trybuna,trybuna,n,,trybuna,mównica,1,,,
4968,29.7,29.7,B1,przestrzegać,przestrzegać,v,,przestrzegać,"prawa, zasad, przepisów",1,,,
4949,29.7,29.7,B1,przerwać,przerwać,v,,przerwać,,1,,,
7730,29.7,29.7,B1,wzrastać,wzrastać,v,,wzrastać,,1,,,
6205,29.7,29.7,B1,super,super,adj,,super,,1,,,
674,29.7,29.7,B1,cytować,cytować,v,,cytować,,1,,,
6335,29.7,29.7,B1,szósty,szósty,num,,szósty,,1,,,
5264,29.7,29.7,B1,refleksja,refleksja,n,,refleksja,,1,,,
1512,29.6,29.6,B1,graficzny,graficzny,adj,,graficzny,,1,,,
233,29.6,29.6,B1,bakteria,bakteria,n,,bakteria,,1,,,
345,29.6,29.6,B1,bitwa,bitwa,n,,bitwa,,1,,,
3891,29.6,29.6,B1,pasować,pasować,v,,pasować,być dobrze dobranym,1,,,
3258,29.6,29.6,B1,nocny,nocny,adj,,nocny,,1,,,
5749,29.6,29.6,B1,skazać,skazać,v,,skazać,,1,,,
5490,29.5,29.5,B1,rozwinięty,rozwinięty,adj,,rozwinięty,,1,,,
1614,29.5,29.5,B1,honorowy,honorowy,adj,,honorowy,,1,,,
4899,29.5,29.5,B1,przekonany,przekonany,adj,,przekonany,,1,,,
5778,29.5,29.5,B1,skomplikować,skomplikować,v,,skomplikować,,1,,,
2936,29.5,29.5,B1,nadzór,nadzór,n,,nadzór,,1,,,
6476,29.5,29.5,B1,tablica,tablica,n,,tablica,szkolna,1,,,
6868,29.5,29.5,B1,umożliwić,umożliwić,v,umożliwić coś (komuś),umożliwić coś (komuś),,2,,,
7421,29.5,29.5,B1,wstęp,wstęp,n,,wstęp,w książce,1,,,
108,29.5,29.5,B1,Anglia,Anglia,n,,Anglia,,1,,,
1267,29.5,29.5,B1,faktycznie,faktycznie,adv,,faktycznie,,1,,,
1528,29.4,29.4,B1,grecki,grecki,n,,grecki,,1,,,
2407,29.4,29.4,B1,lecieć,lecieć,v,,lecieć,w powietrzu,1,,,
4473,29.4,29.4,B1,postrzegać,postrzegać,v,,postrzegać,,1,,,
3474,29.4,29.4,B1,odmiana,odmiana,n,,odmiana,rodzaj,1,,,
4362,29.4,29.4,B1,ponieść,ponieść,v,,ponieść,"karę, konsekwencje",1,,,
3450,29.3,29.3,B1,odejście,odejście,n,,odejście,,1,,,
7740,29.3,29.3,B1,zaakceptować,zaakceptować,v,,zaakceptować,,1,,,
4293,29.3,29.3,B1,polecać,polecać,v,,polecać,rekomendować,1,,,
900,29.3,29.3,B1,dolina,dolina,n,,dolina,,1,,,
2426,29.3,29.3,B1,lekarski,lekarski,adj,,lekarski,,1,,,
7703,29.3,29.3,B1,wyzwolić,wyzwolić,v,,wyzwolić,,1,,,
1449,29.3,29.3,B1,głód,głód,n,,głód,,1,,,
2732,29.2,29.2,B1,mieszać,mieszać,v,,mieszać,,1,,,
1116,29.2,29.2,B1,dzielnica,dzielnica,n,,dzielnica,,1,,,
7877,29.2,29.2,B1,załoga,załoga,n,,załoga,,1,,,
3778,29.2,29.2,B1,otoczenie,otoczenie,n,,otoczenie,środowisko,1,,,
947,29.2,29.2,B1,dostarczyć,dostarczyć,v,,dostarczyć,,1,,,
1622,29.2,29.2,B1,humor,humor,n,,humor,,1,,,
1631,29.1,29.1,B1,ideał,ideał,n,,ideał,,1,,,
814,29.1,29.1,B1,diabeł,diabeł,n,,diabeł,,1,,,
1704,29.1,29.1,B1,intensywny,intensywny,adj,,intensywny,,1,,,
1985,29.1,29.1,B1,kluczowy,kluczowy,adj,,kluczowy,,1,,,
7640,29.1,29.1,B1,wyrzucić,wyrzucić,v,,wyrzucić,,1,,,
203,29.0,29.0,B1,autorski,autorski,adj,,autorski,,1,,,
1262,29.0,29.0,B1,fajny,fajny,adj,,fajny,,1,,,
4812,29.0,29.0,B1,przebiegać,przebiegać,v,,przebiegać,"prowadzić - droga, przewód itp.",1,,,
5244,29.0,29.0,B1,reagować,reagować,v,,reagować,,1,,,
7470,29.0,29.0,B1,wybrzeże,wybrzeże,n,,wybrzeże,,1,,,
613,29.0,29.0,B1,ciemność,ciemność,n,,ciemność,,1,,,
3682,29.0,29.0,B1,opowiadać się,opowiadać się,vr,opowiadać się za czymś,opowiadać się za czymś,,2,,,
4272,29.0,29.0,B1,pokojowy,pokojowy,adj,,pokojowy,nie wojenny,1,,,
3958,29.0,29.0,B1,picie,picie,n,,picie,czynność,1,,,
4699,29.0,29.0,B1,prezentacja,prezentacja,n,,prezentacja,,1,,,
6139,29.0,29.0,B1,strajk,strajk,n,,strajk,,1,,,
6707,28.9,28.9,B1,turystyczny,turystyczny,adj,,turystyczny,,1,,,
8401,28.9,28.9,B1,zyskać,zyskać,v,,zyskać,"poparcie, zwolenników",1,,,
762,28.9,28.9,B1,ćwiczyć,ćwiczyć,v,,ćwiczyć,gimnastykować się,1,,,
2793,28.9,28.9,B1,mit,mit,n,,mit,,1,,,
6835,28.9,28.9,B1,ukraiński,ukraiński,adj,,ukraiński,,1,,,
7417,28.8,28.8,B1,wstąpić,wstąpić,v,,wstąpić,zajść,1,,,
7765,28.8,28.8,B1,zabytek,zabytek,n,,zabytek,,1,,,
1570,28.8,28.8,B1,gwarancja,gwarancja,n,,gwarancja,,1,,,
5653,28.8,28.8,B1,sejmowy,sejmowy,adj,,sejmowy,,1,,,
6146,28.7,28.7,B1,strategiczny,strategiczny,adj,,strategiczny,,1,,,
7324,28.7,28.7,B1,wołać,wołać,v,,wołać,,1,,,
7990,28.7,28.7,B1,zasiłek,zasiłek,n,,zasiłek,,1,,,
4531,28.6,28.6,B1,powiatowy,powiatowy,adj,,powiatowy,,1,,,
6016,28.6,28.6,B1,sprzed,sprzed,prep,,sprzed,budynku itp.,1,,,
3453,28.6,28.6,B1,odeprzeć,odeprzeć,v,,odeprzeć,"atak, zarzuty",1,,,
6484,28.6,28.6,B1,tajny,tajny,adj,,tajny,,1,,,
257,28.6,28.6,B1,barwa,barwa,n,,barwa,kolor,1,,,
1716,28.6,28.6,B1,interwencja,interwencja,n,,interwencja,,1,,,
6603,28.6,28.6,B1,tom,tom,n,,tom,,1,,,
2884,28.5,28.5,B1,muzyk,muzyk,n,,muzyk,,1,,,
6778,28.5,28.5,B1,ucieczka,ucieczka,n,,ucieczka,,1,,,
2071,28.5,28.5,B1,komórkowy,komórkowy,adj,,komórkowy,,1,,,
5122,28.5,28.5,B1,przywieźć,przywieźć,v,,przywieźć,,1,,,
3804,28.4,28.4,B1,ówczesny,ówczesny,adj,,ówczesny,,1,,,
653,28.4,28.4,B1,cokolwiek,cokolwiek,pron,,cokolwiek,,1,,,
4806,28.4,28.4,B1,prywatyzacja,prywatyzacja,n,,prywatyzacja,,1,,,
268,28.4,28.4,B1,bawić się,bawić się,vr,,bawić się,dzieci,1,,,
1215,28.4,28.4,B1,elita,elita,n,,elita,,1,,,
114,28.4,28.4,B1,anioł,anioł,n,,anioł,,1,,,
1035,28.4,28.4,B1,dusza,dusza,n,,dusza,,1,,,
5887,28.4,28.4,B1,socjalizm,socjalizm,n,,socjalizm,,1,,,
6498,28.4,28.4,B1,taniec,taniec,n,,taniec,,1,,,
1071,28.4,28.4,B1,dyscyplina,dyscyplina,n,,dyscyplina,porządek,1,,,
4342,28.4,28.4,B1,pomnik,pomnik,n,,pomnik,,1,,,
1602,28.3,28.3,B1,hipoteza,hipoteza,n,,hipoteza,,1,,,
2664,28.3,28.3,B1,matematyka,matematyka,n,,matematyka,,1,,,
8138,28.3,28.3,B1,zechcieć,zechcieć,v,,zechcieć,,1,,,
3227,28.3,28.3,B1,niezbyt,niezbyt,adv,,niezbyt,"z przymiotnikami, przysłówkami",1,,,
3996,28.3,28.3,B1,pięćdziesiąt,pięćdziesiąt,num,,pięćdziesiąt,,1,,,
4446,28.3,28.3,B1,posiadanie,posiadanie,n,,posiadanie,,1,,,
5907,28.3,28.3,B1,sowiecki,sowiecki,adj,,sowiecki,,1,,,
2036,28.3,28.3,B1,kolorowy,kolorowy,adj,,kolorowy,,1,,,
5154,28.3,28.3,B1,publikować,publikować,v,,publikować,,1,,,
3773,28.3,28.3,B1,oświata,oświata,n,,oświata,,1,,,
93,28.3,28.3,B1,Ameryka,Ameryka,n,,Ameryka,,1,,,
1766,28.3,28.3,B1,jakże,jakże,pron,,jakże,,1,,,
2024,28.2,28.2,B1,kolejka,kolejka,n,,kolejka,do kasy itp.,1,,,
669,28.2,28.2,B1,cyfrowy,cyfrowy,adj,,cyfrowy,,1,,,
7423,28.2,28.2,B1,wstępny,wstępny,adj,,wstępny,plan itp.,1,,,
8137,28.2,28.2,B1,zebranie,zebranie,n,,zebranie,,1,,,
5107,28.2,28.2,B1,przysługiwać,przysługiwać,v,coś komuś przysługuje,coś komuś przysługuje,,2,,,
735,28.1,28.1,B1,czwartek,czwartek,n,,czwartek,,1,,,
5046,28.1,28.1,B1,przygoda,przygoda,n,,przygoda,,1,,,
3811,28.1,28.1,B1,pakiet,pakiet,n,,pakiet,,1,,,
7761,28.1,28.1,B1,zabraknąć,zabraknąć,v,komuś zabrakło czegoś,komuś zabrakło czegoś,,2,,,
3954,28.1,28.1,B1,piąć się,piąć się,vr,,piąć się,wspinać się,1,,,
5872,28.1,28.1,B1,smak,smak,n,,smak,potrawy,1,,,
6130,28.1,28.1,B1,stosowny,stosowny,adj,,stosowny,,1,,,
